tweet,true_label,predicted_label
Compare with #djia #SP500 #NASDAQ historical results data: https://t.co/UokBHsdq54 https://t.co/iHqDXcti0d,0,1.0
"$AF #Air France-KLM ... Benelux Morning Notes: Air France-KLM: Start of collapse in traffic numbers visible. KPN: Limited Covid-19 impact in Q1, no update on 2020 guidance yet. Ontex: Dear Prudence…. Recticel: Feedback from investor call… https://t.co/Pxp0uO6Pgv #equity #stocks",0,1.0
"@freezerohedge it is very good for SP500 stocks, with 6.5 million unemployed SP500 touch 2750 zone, with 13 million unemployed it will hit new all time highs.",1,1.0
"RT @AlkaneResources: Latest significant intercepts at Alkane’s San Antonio prospect, with assay results for the final ~7,000 metres showing…",0,1.0
"Important factors before investing in #Mutualfunds
#investmufunds #mutualfundsindia #mutualfundsip #invest #investments #investment #investor #investing #sip #stockmarket #equity  #finance #insurance  #money #healthinsurance #bonds #sharemarket #stocks #advisor #loans #nifty https://t.co/0TdPgBgFxV",1,1.0
"Yet another big day &amp; a big week on the #ftse100 but it's still in SELL on our system. It's one of the weakest #indices. See chart. Key: above the cloud ""In Buy"" below ""In Sell"" #uk #trading #investing #stocks #trading212 #TradingSignals #COVID19Pandemic #COVID19 #coronavirus https://t.co/ZvaY8e8N5A",0,0.0
"Day 34 (Wk7) Equities #Selloff
🇺🇸 overnight 
US $VIX: down -3 to 43
S&amp;P500: up +3.4% at 2750
Channel width: 25% (-2%)
🇦🇺 today: materially &lt; US
Aus $XVI: down -4 at 30
#ASX200: up 3.5% at 5387
[futures drive ex London]
Channel width: 17% (-3%)
$SPX #ausecon #ausbiz https://t.co/fzjhBSr1uW",0,1.0
Hurry up and wait? Why relief to small businesses has lagged $JPM #JPM #Governmentprograms #Legislature #Governmentaidfor https://t.co/5c5jbPJQyP,0,0.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
Like C said. Lots of technical damage but there is usually a rally few days before easter on #es.  Why that is? I have some thoughts but no idea for sure :) #btfd $spx #sp500 #nq #djia #uftrr https://t.co/RytDDkDYJN,0,0.0
RT @MacroVigilante: We are heading into a global depression with mass unemployment and complete demand collapse. And all I can hear from th…,0,0.0
"#GujaratGas looks good for short term,
Bought at 230
Strict Stop Loss 226
#Nifty 
#NiftyBank 
#StockMarket 
#stocks",1,1.0
Zacks: Bank of Commerce Holdings $BOCH Receives Consensus Recommendation of “Hold” from Analysts https://t.co/67Y6JBoTuj #stocks,0,1.0
RT @aRishisays: Goodbye bear market. It was nice to know you! #COVID $SPX https://t.co/DurSxtdwxx,1,1.0
Seanergy Maritime Holdings Corp. $SHIP Given $1.30 Average Price Target by Brokerages https://t.co/4CS7e2uXhQ #stocks,1,0.0
"Echo Global Logistics, Inc. $ECHO Given Consensus Recommendation of “Hold” by Analysts https://t.co/I3C9gVEfMo #stocks",1,1.0
"Inter Parfums, Inc. $IPAR Given Consensus Recommendation of “Hold” by Brokerages https://t.co/Yfeojt9rLN #stocks",1,1.0
"$ALRS #ALROSA ao ... BCS Equity Daily: Index Alert, Economics, TMK, Alrosa: OPEC+ bets, Virus hopes … US jobs in focus Ahead: Waxing hopeful. A carry over of some optimism vis-à-vis the less dire projection of COVIS-19 in the US is… https://t.co/ekEwgkKTof #equity #stocks",0,1.0
"Using a static stop loss rule, such as a fixed 7% in all market conditions, will result in consistent under-performance. 

Stops need to be adjusted based on market/stock volatility.

$SPX daily ATR (range) went 7x this year. When vol. goes 7x, stop formulas need to be adjusted.",0,1.0
RT @tradingcrudeoil: Crude oil closed up $0.48 at $24.10 today. Prices closed near the session low. The bears have the firm overall near te…,0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
DRDGOLD Ltd. $DRD Given $9.25 Consensus Price Target by Analysts https://t.co/5vmVGW5nSF #stocks,0,1.0
"RT @Investingcom: BREAKING:

DISNEY SHARES JUMP 4% AS DISNEY+ SUBSCRIPTIONS TOP 50 MILLION

$DIS https://t.co/hxxJNbgTqS",0,1.0
"RT @gvkreddi: #Nifty50 stocks today with returns &gt;2%. Other than sentiment, what's different from day before yesterday &amp; yesterday to today…",0,1.0
"#stocks 

#Companies with ""Cash Reserve"" More then ""Mcap"" 

Companies have seen good correction YTD 

Major of them at attractive valuation (PE &gt;10) 

Low, No Debt 

@CNBC_Awaaz @deepaliranaa @YatinMota https://t.co/xpYI3kRHQg",1,1.0
RT @movie_theaters: AMC Tells Its Landlords: We're Not Paying Rent Anymore @themotleyfool #stocks $AMC https://t.co/gqVctHkkSE,0,0.0
"#Nifty50 stocks today with returns &gt;2%. Other than sentiment, what's different from day before yesterday &amp; yesterday to today? 🤔

BTW, not complaining at all, I have many of them in my long term as well as short term portfolios😀

#investing #Investment #stockstowatch #stocks https://t.co/t5aOeJzJ58",1,1.0
Analysts Anticipate Wisdom Tree Investments Inc $WETF to Post $0.06 EPS https://t.co/ZXqpYPfJ6g #stocks,0,1.0
Brokerages Expect Community Health Systems $CYH to Post -$0.35 EPS https://t.co/0wvYKcuZSW #stocks,0,1.0
"RT @ISABELNET_SA: 🇺🇸 S&amp;P 500 &amp; Earnings Revisions

In recent history, the S&amp;P 500 has bottomed when the second derivative of earnings revis…",0,1.0
Is today the day $BTC catches up with the #SPX500?,0,1.0
Possible of turning down https://t.co/1IxUcAN1TF $SPX,0,0.0
"RT @gvkreddi: What to understand from the #NiftyAuto index?

No truck, car or bus sold &amp; no truck, car or bus moves but  #stock prices can…",0,0.0
"#Escorts looks like a good candidate for a short term swing trade if closes above 690 today. Has taken support just below 200 SMA and has crossed 20 SMA on the EOD chart.

Not a recommendation. Just an analysis. #stockstowatch #stocks https://t.co/QxsN8DS98V",0,1.0
"Our forex results for the last week of MARCH!

dont miss out on signals : https://t.co/KNg1Tw6wl5

#FB #fx #stocks #CRYPTO #Forex $ETH #XAUSUD #forextrading #EURCHF #AAPL #XAGUSD $BTC #forexsignal #EURUSD $BTC 311476932 https://t.co/mALI6GxdYq",1,1.0
"RT @JunkoSu22993224: Jeff Bezos Is Rumored To Be Backing #Chainlink. To Take Advantage of #Smartcontracts, @amazon is integrating $link ora…",0,1.0
RT @SJD10304: Beyond impressed with momentum in the ratio of equal weight $SPX to cap weight $SPX to sound the alarm *before* each of the 3…,1,1.0
"That's the kind of guy u wish him &amp; his entire family get sold a plot of land by #SCHUMER #AMATO crew to breed kids w/ #AUTISM. A connection a bldg dept &amp; health dept of the 80s 90s wouldnt put together.

Do u UNDERSTAND WHY THE  HATE YET? 

@jpmorgan #Bitcoin #litecoin $JPM https://t.co/21oaM74oIt",0,1.0
PrairieView Partners LLC Takes Position in Intel Co. $INTC https://t.co/vTExBfjzd7,1,1.0
UnitedHealth Group Inc $UNH Stake Cut by PrairieView Partners LLC https://t.co/z01BVU8euD,1,1.0
"Adviser Investments LLC Raises Position in Merck &amp; Co., Inc. $MRK https://t.co/PsUyj2Xu0C",0,1.0
"RT @bsindia: Here's a look at how the Nifty Pharma index and key pharma stocks look on technical charts and how you should trade them

#Nif…",0,1.0
And we are through... #SP500 https://t.co/pHYOKkMTrL,0,0.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
RT stock_family: $ZOM 💥 https://t.co/1IvTNtoPHn - https://t.co/YWb0YTEzG0 #options #stockmarket #daytrader #stocktrading #stockoptions #news #stocks #OptionsTrading $aapl $spy $amd,0,1.0
"RT @gvkreddi: What to understand from the #NiftyAuto index?

No truck, car or bus sold &amp; no truck, car or bus moves but  #stock prices can…",0,0.0
Overhead resistance. Could be the turn for the S&amp;P. $ES $SPX https://t.co/dwVsL9z8yi,1,0.0
"RT @flyonthechart: You get a billion, you get a billion, and you get a billion, everybody gets a billion!!!  💰💰💰💰💰💰💰💰

#trading #investing…",1,0.0
$spy $gspc $aapl $nflx $goog $tsla Swiss regulator says it welcomes UBS and Credit Suisse move to delay half their dividends  https://t.co/7sIWeGhVmi,0,0.0
"RT @bsindia: Here's a look at how the Nifty Pharma index and key pharma stocks look on technical charts and how you should trade them

#Nif…",0,1.0
Having 10 different news tabs open for $AAPL $DB $BP? We give you 1 https://t.co/9YbMBGB52N https://t.co/Iz6Zz1vhL3,0,0.0
Check out our Bull &amp; Bear-Certificates on #NetEase: https://t.co/C1DG7zJGDg #structuredproducts #tech #gaming #videogames #streaming #music #ecommerce #homeoffice #subscriptioneconomy #corona #coronavirus #covid19 #bullbear #investing #trading #stocks https://t.co/rW8kK31dAi,0,0.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
RT @BearingtonTrade: $dis Disney+ Now Has 50 Million Paid Subscribers. That Won’t Save Disney’s 2020. - Barron's https://t.co/YQteLd7G8a,0,1.0
"Our forex results for the last week of MARCH!

hurry get Free signals : https://t.co/AHymvNPepS

#stocks #FB #forexsignal #XAUSUD #forextrading #XAUUSD $ETH #GBPUSD #USOIL #XAGUSD #EURCHF $BTC $BTC #CRYPTO #AAPL 417771143 https://t.co/olPCZkjChg",0,1.0
"$SPX - Max level - (2750 - 2770) 
Time to Short  #SP500 https://t.co/GK9gg9DbQk",0,1.0
"RT @bsindia: Here's a look at how the Nifty Pharma index and key pharma stocks look on technical charts and how you should trade them

#Nif…",0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
Anglo Pacific Group Revised final dividend timetable and new AGM date - https://t.co/GfFrkpo1V1 - $APF #Trading #Shares #Stocks #Ratings https://t.co/g7wMdI3JOf,0,0.0
Trainline Significant fall in industry passenger numbers over past month - https://t.co/0X9zkGVcKP - $TRN #Trading #Shares #Stocks #Ratings https://t.co/7hXUCNU3N4,0,1.0
"RT @CNBCnow: BREAKING: Disney+ surpasses 50M subscribers globally; $DIS shares pop more than 4% after hours 

https://t.co/SLfhgCMvbd https…",0,1.0
CentralNic Group Q&amp;A: No negative impact from COVID-19 (LON:CNIC) - https://t.co/8S1qKaexMW - $CNIC #Trading #Shares #Stocks #Ratings https://t.co/AGFb5cs3kb,1,0.0
"Zotefoams CEO David Stirling Says 'Performing well, in line with strategy' (Interview) - https://t.co/nb3S1LoqR2 - $ZTF #Trading #Shares #Stocks #Ratings https://t.co/dhyL0RJ0TT",0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
"RT @TradeWithMrsLi1: Thanks for the compliment 
Is not too late. Be #smart 
#success #forextrader #altcoin #binance #wealth #bitcoinprice #…",1,1.0
"#Repost investing_idea
• • • • • •
DO you agree?
Follow @trade3x3 #trade3x3👍💰
#investing #invest #stocks #money #realestate #bitcoin #crypto #trending #finance #cryptocurrency #estate #stock #stockmarket #advice… https://t.co/OoydI3eG7P",1,1.0
"Covid-19: US Surpasses China in Confirmed Cases, China PMI Improves https://t.co/BoBPwXxMwj 

#Covid19 #coronavirus #COVID19 #Stocks #USA #China #Trade #Trading",1,0.0
"Wednesday's Top Flow in #healthcare sector, Buy Flow and Sell Flow. $GILD $BIIB $ISRG $CERN $ALXN $AGN $THC $MYL $ZTS $WAT $AMGN $JNJ $UNH $REGN $VRTX $BSX $ABBV $LLY $TMO $MRK #stocks #StockMarket #stock #stockstowatch #stockmarketnews #StocksToTrade 
https://t.co/5JE2nlrW3B https://t.co/rz4ackwxSu",0,0.0
"It used to be the #banks leading the #XJO in either direction. In 2020 its $CSL, which during the week retraced back to its previous downtrend before breaking out today. So its no surprise Aussie #stocks are breaking as well. https://t.co/jlmvQUd68M",0,0.0
@Nouriel can you explain why SP500 and VIX goes together ? this anounce a big crash !?,0,1.0
"#MarketswithMC | #BSE and #NSE advise members to take extra caution while trading in nearly 480 illiquid #stocks. Here's more👇

#stockmarket #stockstowatch
https://t.co/5fHLrV2gYS",0,1.0
"RT @RichLightShed: With 50 million subs and growing, Disney should use @disneyplus to replace theatrical window -- raise pricing to $15-$20…",0,1.0
"RT @Focus_on_Dvds: Notable #Analyst Upgrades and Downgrades for Week of #March 30, 2020 $AMT $BEP $BMY $CHRW $DIS $EMN $ETN $ITW $KSU $MO $…",1,1.0
"If you are thinking of carrying this beyond 9150 you need to pray SP500 does not misbehave tonight.
We open on tuesday without much global clues post today. 
And the nifty bulls have 375 minutes to do as they please. 

Eisk:reward for carrying longs is not in your favour.",0,1.0
"Wed.'s Top Flow in #consumer discretionary sector, Buy Flow and Sell Flow $AMZN $CMCSA $CCL $SBUX $MAR $CMG $ORLY $F $DLTR $GRMN $NFLX $DIS $TJX $ROST $HD $TIF $YUM $NKE $EXPE $MCD #stocks #StockMarket #stock #stockstowatch #stockmarketnews #StocksToTrade 
https://t.co/5JE2nlrW3B https://t.co/VXAtHZ05iX",1,1.0
"RT @MertiumFin: ""Data from investor Howard Marks shows why there may be another drop in stocks coming soon""  #data #Howard #shows #stocks #…",0,1.0
"RT @Amdalleq: Morgan Stanley Chief Investment Officer on CNBC:

Prices are attractive but we don't really know what's gonna happen. Actuall…",0,1.0
Oppenheimer Analysts Reduce Earnings Estimates for Home Depot Inc $HD  https://t.co/IAqKLQy5zl,1,1.0
Big test for the S&amp;P 500 today as it approaches Aug-19 lows and 50% Fib level. #trading #stocks,1,1.0
"RT @hannanmetals: From oil to copper to coal, China’s gigantic commodities industry is signaling that the first economy to be flattened by…",0,1.0
RT @brandonkruger5: Bill Gates you couldn’t stop Windows from getting a virus but you’re going to stop the whole world from getting one?  @…,1,1.0
RT @EpochTimes: Sen. @KLoeffler said she'd liquidate her #Stocks after claims she misused privileged info to adjust her portfolio ahead of…,0,1.0
"My bag for this day: $gold, $spx, $atom",1,0.0
"RT @CNBCnow: BREAKING: Disney+ surpasses 50M subscribers globally; $DIS shares pop more than 4% after hours 

https://t.co/SLfhgCMvbd https…",0,1.0
RT @QuantTradeModel: $MRNA : Our models indicated a long-term SHORT/SELL signal for #moderna. Currently at 32.42. #pharma #stocks #algotrad…,0,1.0
RT @brandonkruger5: Bill Gates you couldn’t stop Windows from getting a virus but you’re going to stop the whole world from getting one?  @…,1,1.0
"RT @CNBCnow: BREAKING: Disney+ surpasses 50M subscribers globally; $DIS shares pop more than 4% after hours 

https://t.co/SLfhgCMvbd https…",0,1.0
"RT @amir: New: Microsoft’s rival to AWS, called @Azure, is a success but has buckled under recent covid-19-related pressure &amp; also has had…",0,1.0
"RT @HenrikZeberg: It is not over yet, despite rally in #SP500. We are not even through the illiquid deflationary part of the crisis. Worst…",0,1.0
"RT @CoinSonarBot: Dow Jones Industrial | 1929 and 2020 comparison | 
Look at all the similarities in two.

𝗟𝗲𝗳𝘁: 1917, 1920 crash and 1929'…",0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
"RT @OCDstocks: SPOM is current, about to release financials and the chart is primed 👇👇 $GCGX $GERS $GHSI $GPOR $GRNF $GRPN $GTXO $HAL $HCC…",0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
RT @kylewdennis: #FirstOn5G $VZ $T $TMUS  How many of you guys have seen these trucks popping up all over the country? I for one took notic…,0,1.0
“So more than FMCG that is considered the usual line of defense the Healthcare industry that is in the eye of the storm might be in a better position. Does that make for” https://t.co/Uw3K7YzqV1 #FMCG #Pharmaceutical #defensive #stocks #sector #analysis https://t.co/ZD8iQD34AQ,0,1.0
"RT @RichLightShed: With 50 million subs and growing, Disney should use @disneyplus to replace theatrical window -- raise pricing to $15-$20…",0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
"""Data from investor Howard Marks shows why there may be another drop in stocks coming soon""  #data #Howard #shows #stocks #market
https://t.co/X5jBOBwIwg by Fred Imbert  V/@CNBCi
@GregPalmer47 
@DanLatimore
@Celent_Research",0,1.0
Set signals and make money #daytrading #forex #stocks #options https://t.co/u4BJiw4Xfh,0,1.0
"$SPY $DJI #NASDAQ #DowJones #SP500 #futures #oil #gold #silver

All Green 👍👏👌 https://t.co/MYoGemppQK",1,1.0
Jefferies Financial Group Equities Analysts Reduce Earnings Estimates for Alphabet Inc $GOOG https://t.co/9CvWos4shG,1,1.0
"RT @CNBCnow: BREAKING: Disney+ surpasses 50M subscribers globally; $DIS shares pop more than 4% after hours 

https://t.co/SLfhgCMvbd https…",0,1.0
Research Analysts Issue Forecasts for Alphabet Inc’s Q2 2020 Earnings $GOOG https://t.co/5wZExTpGqP,0,1.0
@gualestrit Long $DIS,0,0.0
Research Analysts Issue Forecasts for Alphabet Inc’s Q2 2020 Earnings $GOOG https://t.co/aZHEUkU4eB,0,1.0
"RT @OCDstocks: SPOM is current, about to release financials and the chart is primed 👇👇 $GCGX $GERS $GHSI $GPOR $GRNF $GRPN $GTXO $HAL $HCC…",0,1.0
Research Analysts Issue Forecasts for Alphabet Inc’s Q2 2020 Earnings $GOOG  https://t.co/ot1GQSjBSo,0,1.0
"According to pure technical market analysis, the SP500 is out of a bear market again... Will it hold?",0,1.0
"Moving money from equity to debt in the last stages of any financial goal ensures that the corpus does not erode suddenly due to a fall in the stock market

#stocks #markets

https://t.co/Z5WIvnjqxA",1,1.0
"RT @CoinSonarBot: Dow Jones Industrial | 1929 and 2020 comparison | 
Look at all the similarities in two.

𝗟𝗲𝗳𝘁: 1917, 1920 crash and 1929'…",0,1.0
"Watch me live on CNBCTV18 at 11.45 am discussing about #Nifty #Stocks and #Trade setup
Check latest interviews here -https://t.co/stzovlXcKm
#technocalanalysis",0,1.0
RT @IGAus: IG's Joshua Warner examines some of the companies currently attempting to make vaccinations and treatments for the coronavirus.…,0,1.0
Investment Analysts’ Recent Ratings Changes for City $CHCO https://t.co/v4IlRU0P8z #stocks,1,1.0
"For those who are feeling bullish since #Nifty bounced up from an intermediate low of 7500, here are some words of caution. The index is forming a bearish 'rising wedge' pattern. A similar pattern is also forming on #SPX500 chart.",0,1.0
Investment Analysts’ Weekly Ratings Changes for Superior Group of Companies $SGC https://t.co/78x0xghqKw #stocks,0,1.0
Intel Co. $INTC Receives Average Recommendation of “Hold” from Brokerages https://t.co/edtIDRcAsC,1,1.0
RT @LaMonicaBuzz: JPMorgan Chase CEO Jamie Dimon unsurprisingly has a very gloomy outlook for the US economy. But he says $JPM is ready to…,0,1.0
Intel Co. $INTC Receives Average Recommendation of “Hold” from Brokerages https://t.co/dMTevoOo1A,1,1.0
Intel Co. $INTC Receives Average Recommendation of “Hold” from Brokerages https://t.co/NJVg2107Hc,1,1.0
"The real trick will be getting people making $2,000 a month for NOTHING and thinking they don’t need to pay rent to go back to a job. What a bummer, man! 🤑🚁💵 #COVID19 #financialeducation #market #stocks #StockMarket https://t.co/0ze7AIeQQO",0,0.0
If We Get Another Worse Than Expected Result Should Be Bullish For #Stocks. If It Beats Then Its Bullish For Stocks - Expect (At Least) Another 6.5 Million In Jobless Claims. #Jobs https://t.co/ePAkdHAp1I https://t.co/T7ZP1B3Z07,0,0.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
Expedia Group Inc $EXPE Given Average Recommendation of “Hold” by Brokerages https://t.co/JxHwNph3MM #stocks,0,1.0
Intel Co. $INTC Receives Average Recommendation of “Hold” from Brokerages https://t.co/waQGoGZ8rQ #stocks,1,1.0
"Foot Locker, Inc. $FL Receives Average Rating of “Hold” from Analysts https://t.co/oVXCnWJgpz #stocks",1,0.0
Centennial Resource Development Inc $CDEV Receives Average Rating of “Hold” from Brokerages https://t.co/j403wncnKa #stocks,0,1.0
Realty Income Corp $O Given Consensus Recommendation of “Buy” by Brokerages https://t.co/0taxZfkofc #stocks,0,1.0
"CommVault Systems, Inc. $CVLT Receives Consensus Recommendation of “Hold” from Analysts https://t.co/bLeb5Kuvy8 #stocks",1,0.0
HP Inc. $HPQ Given Consensus Recommendation of “Hold” by Brokerages https://t.co/HYfOheKH91 #stocks,1,1.0
TCF Financial Co. $TCF Given Average Recommendation of “Buy” by Brokerages https://t.co/xPTL0cUsAS #stocks,1,1.0
"RT @Amdalleq: Morgan Stanley Chief Investment Officer on CNBC:

Prices are attractive but we don't really know what's gonna happen. Actuall…",0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
"RT @JunkoSu22993224: Jeff Bezos Is Rumored To Be Backing #Chainlink. To Take Advantage of #Smartcontracts, @amazon is integrating $link ora…",0,1.0
"IF PEAK CURVE DEFINES BEGINNING OF RETURN TO NORMAL - THEN
BOK's decision to hold off rate cuts instructive. Korea, China, HK, Singapore stock mkt recoveries feature well (1st in/out). ( $SPX ) surprised people (tepper) so far, but looks cheap vs Asia as PEAK Global(NY) Arrives. https://t.co/Ac60NO7OSE",0,0.0
RT @DougCristo: $MBRX nice PM trade into the open. My only trade as I had to travel to job sites all day today. No trades yesterday just ma…,0,1.0
"RT @RichLightShed: With 50 million subs and growing, Disney should use @disneyplus to replace theatrical window -- raise pricing to $15-$20…",0,1.0
$SPY $SPX Trumps hair flys off his head...you guessed it! PRICED IN,0,0.0
"RT @charliesmithvcr: B.C. and Alberta securities regulators urge ""extreme caution"" after aggressive promotion of mining company https://t.c…",0,1.0
Rocket run in pharma stocks Sunpharma --Last 1week huge rally suggested to clients at 325 levels in paid group from 312 to 469 🙂⚡⚡⚡⚡⚡#stocks #Trading #nifty #banknifty,1,1.0
$DIS  with that subscribers boost pushing the stock higher-up. Close above 108 can give this stock a breather from shorts near term $DIA $SPY https://t.co/QhAH4rSWGy,1,0.0
"RT @JunkoSu22993224: Jeff Bezos Is Rumored To Be Backing #Chainlink. To Take Advantage of #Smartcontracts, @amazon is integrating $link ora…",0,1.0
"Now days just trading 
#Forex #stocks 📊 https://t.co/mxT00jvoxF",0,1.0
"RT @AlanPortell: HEXO Corp ( $HEXO): Potential Revenues Make It A Buy Opportunity.

#stockmarket #stock #money #trading #investing #news #b…",0,1.0
"RT @merryjoportell: Molson Coors-Hexo ( $HEXO ) is launching 6 cannabis beverage brands

#stocks #investment #CNBC #CBD #trading #NASDAQ #n…",0,1.0
RT @davidsettle42: RSI/ CI are not confirming a new breakout yet on $SPX. RSI still hasn't crossed above &amp; stayed above 60. CCI hasn't cros…,0,1.0
"With volumes concentrated in the #cement sector, #KSE100 index jumps over 600pts within 5mins of trading. Index now at 31,610.44. 
#PSX #Pakistan #stocks #equities #CoronaInPakistan #StayHomeStaySafe https://t.co/63ggOq9t0o",0,0.0
RT @JerryCap: $GOOG is now a value investment https://t.co/eevfn4FYrC,1,1.0
RT @RedDogT3: It was good to map out $spx  levels. 20% 30% 35% 40% 45% 55% off highs.  That’s what I tried to do to help long term investor…,1,1.0
"RT @RichLightShed: With 50 million subs and growing, Disney should use @disneyplus to replace theatrical window -- raise pricing to $15-$20…",0,1.0
"RT @afortunetrading: Good evening!! 

$SPX $2757 key breakout then $2792, $2825, $2882 &amp; $2657 breakdown spot

$ZM $123 key breakout spot f…",0,1.0
RT @kingofthetrade: $SPY $SPX The movies “Contagion” and “The Big Short” playing at the same time is what’s happening now in real life,0,1.0
$SPY $SPX The movies “Contagion” and “The Big Short” playing at the same time is what’s happening now in real life,0,0.0
"RT @JunkoSu22993224: Jeff Bezos Is Rumored To Be Backing #Chainlink. To Take Advantage of #Smartcontracts, @amazon is integrating $link ora…",0,1.0
"$DIS Reports Disney+ global paid subscriber count passes 50M members (Walt Disney Co)
(More at https://t.co/681qHwgo8E)",0,0.0
"RT @AlkaneResources: Latest significant intercepts at Alkane’s San Antonio prospect, with assay results for the final ~7,000 metres showing…",0,1.0
"From chart patterns to technical indicators, here are some 'sell' signals to keep an eye on:

#markets #stocks

@avdhutbagkar writes

https://t.co/KYMKon37YB",0,1.0
"Night Most Tweeted Big Caps, check out Gambiste Top 10: $ZM $DIS $CRWD $OXY $BA $TAL $SHOP $UBER $DOW $SBUX https://t.co/k3uyuEbRpJ",1,0.0
YPF SA $YPF Expected to Post Earnings of -$0.40 Per Share https://t.co/9wPa9Fqhl3 #stocks,0,1.0
Marten Transport $MRTN Scheduled to Post Quarterly Earnings on Thursday https://t.co/s1J1N8kJiz #stocks,1,1.0
Taiwan Semiconductor Mfg. $TSM Scheduled to Post Quarterly Earnings on Thursday https://t.co/ocN569NNX4 #stocks,1,1.0
$MFA added to stock picks on https://t.co/xwQ93yRBuP for long term growth. It has already been picking up steam the past two days. This stock has a LONG track record of holding around $7.50-8 and should rebound nicely over time. #StockMarket #Stocks #JBaileyStudio,1,0.0
"Zacks: Analysts Anticipate FLIR Systems, Inc. $FLIR to Announce $0.42 Earnings Per Share https://t.co/D093Yf2chx #stocks",1,0.0
Head-To-Head Analysis: Preferred Apartment Communities $APTS and Colony Capital $CLNY https://t.co/KWpkTg5Swa #stocks,0,0.0
"MVC Capital, Inc. $MVC Given Average Rating of “Buy” by Analysts https://t.co/Q6HagAmGK3 #stocks",0,1.0
"RT @merryjoportell: Molson Coors-Hexo ( $HEXO ) is launching 6 cannabis beverage brands

#stocks #investment #CNBC #CBD #trading #NASDAQ #n…",0,1.0
"@markminervini And I'll wager that what makes this work for you is what made it work for #Rothschild: Information. He LOVED #information, coming from EVERYWHERE. In fact, Rothschild could have been who Gordon Gekko was REALLY based on.

#trading #investing #markets #stocks #SP500 #DowJones https://t.co/ceZoHC20p6",0,1.0
Track crowd curated news &amp; tweets for multiple tickers $YNDX $T $TSLA https://t.co/nQG9WqArDH,0,0.0
"SmartInsider - Union Korea Pharm Co Ltd: 1 director sold: A director at Union Korea Pharm Co Ltd sold 6,250 shares at 19,000.000KRW and the significance rating of the trade was 71/100. Is that information sufficient for you to make an… https://t.co/X6LsmZ3clZ #equity #stocks",0,1.0
RT @Trade_The_News: $AAPL Reportedly some online retailers in China are offering the iPhone 11 at a discount in order to spur buyers after…,0,1.0
RT @IGAus: IG's Joshua Warner examines some of the companies currently attempting to make vaccinations and treatments for the coronavirus.…,0,1.0
RT @IGAus: IG's Joshua Warner examines some of the companies currently attempting to make vaccinations and treatments for the coronavirus.…,0,1.0
Nice accompaniment to the recent breakout $SGX #stocks https://t.co/lff6l86eop,1,0.0
RT @IGAus: IG's Joshua Warner examines some of the companies currently attempting to make vaccinations and treatments for the coronavirus.…,0,1.0
"IG's Joshua Warner examines some of the companies currently attempting to make vaccinations and treatments for coronavirus.

$INO $MRNA $SNG $NVAX $PFE $GILD $REGN $DVAX $DVAX $GSK $JNJ $VXRT $VIR $HTBX #coronavirus 

https://t.co/UpQnFL9f7n",1,1.0
$SPY $SPX LMAO https://t.co/KgUuJrPi6X,1,0.0
"SPOM is current, about to release financials and the chart is primed 👇👇 $GCGX $GERS $GHSI $GPOR $GRNF $GRPN $GTXO $HAL $HCC $HEMP $HESG $HEXO $HGEN $HHSE $HLIX $HMLA $HOSS $HSIC $I $IBIO $ICBU $IDEX $IMO $IMUN $INTV $IPIX $ISVJF $ITNS $JCP $JNJ $JSDA https://t.co/XlPzg0E0uN",0,1.0
"IG's Joshua Warner examines some of the companies currently attempting to make vaccinations and treatments for the coronavirus.

$INO $MRNA $SNG $NVAX $PFE $GILD $REGN $DVAX $DVAX $GSK $JNJ $VXRT $VIR $HTBX #coronavirus 

https://t.co/jZ5hCcV6tV",1,1.0
